tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err,cluster,Q,redshift,redshift_err,separation,interloper,LOSV
NE,1.0,193.0,319.709298232,0.564561919444,5.87730847964e+17,319.70952431,0.56446718,23.816511,1.2936,21.614939,0.086394,20.088097,0.032925,19.483747,0.032011,18.948521,0.067761,0.222537,0.023553,,,,,,c319p70+0p56,0.0,0.2785,0.00024,0.0999985174518,NO,633.383811735
NE,1.0,216.0,319.726298232,0.562867475,5.87730847964e+17,319.7260163,0.56271169,23.000572,0.711901,21.281839,0.066936,19.710453,0.02402,19.026649,0.022105,18.554979,0.04887,0.27939,0.02939,,,,,,c319p70+0p56,0.0,0.27652,0.00014,0.329266088612,NO,169.344625229
NE,2.0,220.0,319.7043399,0.560506363889,5.87730847964e+17,319.7044648,0.56036677,20.909496,0.278853,19.015795,0.022111,17.416439,0.008706121,16.800909,0.008317101,16.390743,0.018323,0.269153,0.01657,2.78041388095e+17,319.70446,0.5603642,0.276524,0.000170559,c319p70+0p56,0.0,0.27564,0.0001,0.000820741606957,NO,-36.8950132177
NE,3.0,21.0,319.713256556,0.584034141667,5.87730847964e+17,319.7134431,0.58387861,23.012821,0.673693,21.019644,0.04893,19.56027,0.020238,18.9802,0.019857,18.62528,0.047504,0.227172,0.010784,,,,,,c319p70+0p56,1.0,0.27399,0.00022,0.379503762298,NO,-423.594335306
NE,3.0,66.0,319.716256558,0.578978586111,5.87730847964e+17,319.71589496,0.57899662,22.127848,0.334026,20.957777,0.047906,20.200199,0.034379,19.717739,0.037275,19.372066,0.09708,0.122209,0.037752,,,,,,c319p70+0p56,1.0,0.30576,0.00036,0.356109195695,YES,7022.12533908
NE,3.0,75.0,319.705214892,0.577200808333,5.87730847964e+17,319.70543456,0.57683923,21.623922,0.213329,20.12027,0.024687,19.152504,0.01531,18.571175,0.015106,18.203835,0.035085,0.142439,0.029198,,,,,,c319p70+0p56,0.0,0.13458,0.00014,0.142103143283,YES,-33096.1716033
NE,3.0,77.0,319.709298226,0.577228586111,5.87730847964e+17,319.70921151,0.57696508,23.273602,0.84377,21.62027,0.082696,20.139677,0.03287,19.485897,0.030663,19.234583,0.082965,0.231047,0.039757,,,,,,c319p70+0p56,1.0,0.21951,0.00027,0.221026113392,YES,-13191.702861
NE,3.0,118.0,319.704256562,0.572006363889,5.87730847964e+17,319.70467432,0.5722968,23.553307,1.245892,20.413914,0.03616,18.849731,0.014257,18.244013,0.013731,17.803406,0.029899,0.256014,0.018419,,,,,,c319p70+0p56,1.0,0.26099,0.00027,0.173825249616,YES,-3470.31626691
NE,3.0,178.0,319.708298231,0.565117475,5.87730847964e+17,319.70854684,0.56538105,22.195801,0.51974,20.555904,0.049589,19.007275,0.019096,18.337786,0.017528,17.888216,0.038828,0.275356,0.025803,,,,,,c319p70+0p56,1.0,0.31321,0.00041,0.107690078491,YES,8768.13136911
NW,1.0,25.0,319.694256555,0.585200808333,5.87730847964e+17,319.69423956,0.58527106,25.652269,0.932537,21.821524,0.085292,20.602993,0.041715,19.91353,0.038236,19.750574,0.114718,0.192312,0.034569,,,,,,c319p70+0p56,0.0,0.27271,0.00015,0.404016105401,NO,-723.579263956
NW,2.0,112.0,319.693214894,0.574395252778,5.87730847964e+17,319.69339205,0.57396916,23.114401,0.69895,21.841415,0.093777,20.329124,0.035982,19.694471,0.034029,19.140896,0.071805,0.321453,0.068007,,,,,,c319p70+0p56,0.0,0.26207,0.00015,0.255562921879,YES,-3217.20398336
NW,2.0,209.0,319.684339899,0.562284141667,5.87730847964e+17,319.68453946,0.5618284,23.686562,1.372154,20.864668,0.051343,19.242064,0.020033,18.625582,0.019425,18.228291,0.041597,0.273402,0.015343,,,,,,c319p70+0p56,0.0,0.26878,0.00013,0.295964368845,NO,-1644.6267402
NW,3.0,161.0,319.676298231,0.566839697222,5.87730847964e+17,319.67601718,0.56726268,23.657036,0.939845,21.781771,0.080676,20.305119,0.032039,19.707211,0.03124,19.269962,0.073062,0.225553,0.017213,,,,,,c319p70+0p56,0.0,0.27353,0.00018,0.439511480264,NO,-531.401419039
NW,3.0,218.0,319.6743399,0.559950808333,5.87730847964e+17,319.67406956,0.56012264,21.819065,0.317775,20.1563,0.030832,19.077564,0.017991,18.584387,0.020078,18.195375,0.043242,0.157123,0.022089,,,,,,c319p70+0p56,0.0,0.16437,0.00014,0.308243277478,YES,-26114.4911155
SE,1.0,55.0,319.723214903,0.554839697222,5.87730847964e+17,319.72309678,0.55504218,25.019258,3.862877,20.280478,0.062161,18.899429,0.026923,18.375025,0.027996,17.941338,0.065478,0.198142,0.04056,,,,,,c319p70+0p56,0.0,0.27173,0.00013,0.290581368179,NO,-953.255224953
SE,1.0,185.0,319.722256576,0.539339697222,5.87730847964e+17,319.72172605,0.53927767,23.123091,0.632007,21.766203,0.079451,20.358013,0.033123,19.732632,0.031719,19.268869,0.07052,0.275695,0.062076,,,,,,c319p70+0p56,1.0,0.27737,0.00017,0.414045277187,NO,368.553366911
SE,2.0,19.0,319.708214901,0.557728586111,5.87730847964e+17,319.70835606,0.55728547,23.976593,1.619689,20.640083,0.042833,19.071424,0.01662,18.464241,0.01595,18.177,0.039781,0.2525,0.017218,,,,,,c319p70+0p56,0.0,0.27939,0.00017,0.0761101631018,NO,841.967082437
SE,2.0,24.0,319.718131568,0.557756363889,5.87730847964e+17,319.71861174,0.55756539,21.859188,0.364067,20.770414,0.056863,19.298903,0.026898,18.71862,0.024049,18.441946,0.060367,0.242505,0.098459,,,,,,c319p70+0p56,0.0,0.27858,0.00013,0.220336079092,NO,652.132869775
SE,2.0,42.0,319.725256569,0.556006363889,5.87730847964e+17,319.7248232,0.55591048,23.371592,1.040437,21.462181,0.081459,19.969603,0.031546,19.333498,0.030153,18.899826,0.069422,0.233506,0.021554,,,,,,c319p70+0p56,0.0,0.27535,0.00013,0.315474093698,NO,-104.860348615
SE,2.0,155.0,319.719214908,0.542173030556,5.87730847964e+17,319.71946125,0.54228391,23.416084,0.897535,21.797276,0.092239,20.334255,0.036467,19.73826,0.035866,19.254791,0.079471,0.224434,0.035728,,,,,,c319p70+0p56,1.0,0.21316,0.00028,0.29356825304,YES,-14679.9093429
SE,3.0,56.0,319.725214903,0.553700808333,5.87730847964e+17,319.72540654,0.55343608,21.37295,0.179791,20.475498,0.032482,19.857946,0.026587,19.520527,0.031717,19.374784,0.096069,0.184277,0.035962,,,,,,c319p70+0p56,0.0,0.22845,2e-05,0.290982728967,YES,-11096.4956249
SW,1.0,100.0,319.699298238,0.549673030556,5.87730847964e+17,319.69909145,0.54971307,21.073782,0.21364,19.428152,0.021783,18.196234,0.011399,17.663017,0.011565,17.306932,0.026779,0.197858,0.023693,,,,,,c319p70+0p56,0.0,0.22756,5e-05,0.156092341565,YES,-11305.0788956
SW,1.0,120.0,319.681256573,0.546173030556,5.87730847964e+17,319.68085788,0.54598628,22.080664,0.415508,20.746552,0.051703,19.216263,0.020392,18.616943,0.019767,18.20479,0.045611,0.273611,0.057123,,,,,,c319p70+0p56,0.0,0.28107,0.00019,0.422925122548,NO,1235.69730129
SW,1.0,152.0,319.687298241,0.542756363889,5.87730847964e+17,319.68759828,0.54262882,23.68965,1.800927,20.276852,0.040781,18.621101,0.014634,18.033508,0.014297,17.652449,0.033407,0.275958,0.015426,,,,,,c319p70+0p56,0.0,0.27704,9e-05,0.370626917671,NO,291.213502493
SW,1.0,167.0,319.688339909,0.541089697222,5.87730847964e+17,319.68783899,0.54085633,22.534849,0.517636,21.461088,0.079658,19.913773,0.029888,19.305277,0.028977,18.915283,0.07526,0.315827,0.094878,,,,,,c319p70+0p56,0.0,0.27865,0.00017,0.389798170511,NO,668.538295561
SW,2.0,38.0,319.690256569,0.555950808333,5.87730847964e+17,319.6898511,0.55613192,21.873972,0.313387,21.455191,0.085785,20.542974,0.056379,20.383152,0.078587,20.498796,0.307265,0.176934,0.127015,,,,,,c319p70+0p56,1.0,0.301,6e-05,0.243843984056,YES,5906.55638566
SW,2.0,122.0,319.68429824,0.545756363889,5.87730847964e+17,319.6841798,0.54601718,24.059906,1.396575,21.870924,0.102133,20.291309,0.036701,19.788439,0.038927,19.517689,0.105196,0.219062,0.024447,,,,,,c319p70+0p56,0.0,0.27752,0.00014,0.376673255995,NO,403.707850737
SW,2.0,206.0,319.678298245,0.535311919444,5.87730847964e+17,319.67791459,0.53503008,22.108126,0.575272,19.110664,0.018196,17.624933,0.008092547,17.06979,0.007977616,16.724638,0.017986,0.229428,0.014188,2.78041388154e+17,319.67791,0.5350272,0.27102,0.000178805,c319p70+0p56,0.0,0.27001,7e-05,0.545949665219,NO,-1356.35997283
SW,3.0,220.0,319.678381579,0.533034141667,5.87730847964e+17,319.67847806,0.53273961,22.20714,0.35697,21.815434,0.103587,21.049084,0.073634,20.835308,0.098395,20.463285,0.248214,0.299671,0.035172,,,,,,c319p70+0p56,0.0,0.27392,4e-05,0.570115715249,NO,-439.999761091
