tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err,cluster,Q,redshift,redshift_err
NE,1.0,21.0,260.624518973,32.15761125,1.2376655693e+18,260.624244954,32.1581145516,22.75885,0.5666258,21.17275,0.0711435,20.19603,0.0399259,19.99267,0.04713167,20.0315,0.1837003,0.316735,0.149482,,,,,,c260p61+32p13,0.0,0.10144,0.00041
NE,1.0,29.0,260.643352305,32.1576668056,1.2376655693e+18,260.643390194,32.1571461885,23.1403,0.6553432,20.5803,0.03596807,19.67733,0.02191953,19.35016,0.023556,19.01276,0.06374729,0.119298,0.036338,,,,,,c260p61+32p13,0.0,0.23209,7e-05
NE,1.0,126.0,260.632810932,32.1456668056,1.2376655693e+18,260.63287343,32.1451376186,22.33282,0.2789414,20.83316,0.03707378,19.39626,0.01546744,18.88569,0.0142892,18.58435,0.03686913,0.285811,0.065754,,,,,,,,,
NE,2.0,32.0,260.61501903,32.1553056944,1.2376655693e+18,260.615129922,32.1550472878,22.67988,0.3680938,21.30632,0.05328951,19.75578,0.01988591,19.27136,0.01873862,18.91384,0.04839759,0.333125,0.069636,,,,,,c260p61+32p13,0.0,0.22,0.00016
NE,2.0,62.0,260.617435779,32.1519168056,1.2376655693e+18,260.617404909,32.1516502295,21.4483,0.2084088,20.2375,0.03483102,19.38025,0.02283392,18.98596,0.02335871,18.73919,0.07018536,0.194881,0.02925,,,,,,c260p61+32p13,1.0,0.22457,7e-05
NE,2.0,179.0,260.619811116,32.1381668056,1.2376655693e+18,260.620398765,32.1379952928,24.04568,0.9483265,21.19302,0.04850687,19.85741,0.02110138,19.30491,0.01900754,19.06632,0.05402289,0.20791,0.014955,,,,,,c260p61+32p13,1.0,0.23318,0.00019
NE,3.0,42.0,260.639852375,32.1548334722,1.2376655693e+18,260.639610671,32.1551411938,22.5142,0.3176745,20.95298,0.04066132,20.34827,0.03066813,19.98316,0.03219391,19.84707,0.1060265,0.072485,0.026432,,,,,,c260p61+32p13,1.0,0.23184,9e-05
NE,3.0,73.0,260.610352501,32.1496668056,1.2376655693e+18,260.610174385,32.1496391532,23.65717,0.9051149,20.62331,0.0352633,19.12396,0.01418269,18.60369,0.01295266,18.25112,0.03207895,0.258747,0.021498,,,,,,c260p61+32p13,0.0,0.20842,7e-05
NE,3.0,84.0,260.636352502,32.14961125,1.2376655693e+18,260.636813349,32.1495969294,23.33249,0.6574641,21.37627,0.05975504,20.16422,0.02800864,19.62197,0.02556418,19.36529,0.07474346,0.180744,0.019657,,,,,,,,,
NE,3.0,98.0,260.635102542,32.1479723611,1.2376655693e+18,260.635594929,32.1478177391,23.12188,0.4957634,21.92539,0.08307905,20.49731,0.03216558,20.00113,0.03039421,19.81476,0.09515801,0.318638,0.082419,,,,,,c260p61+32p13,1.0,0.21002,0.00033
NE,3.0,102.0,260.610394253,32.1461668056,1.2376655693e+18,260.609909681,32.1459196936,23.52687,0.7244031,21.18556,0.04939877,19.75853,0.02011726,19.24653,0.01855312,18.88176,0.04757632,0.226024,0.015166,,,,,,c260p61+32p13,0.0,0.16829,9e-05
NE,3.0,128.0,260.637519293,32.1445556944,1.2376655693e+18,260.637383278,32.1440969694,21.0683,0.1352513,19.91592,0.02439137,19.3392,0.01978561,19.07356,0.02222503,18.97806,0.07430349,0.098703,0.039331,,,,,,c260p61+32p13,1.0,0.23154,9e-05
NE,3.0,145.0,260.643394335,32.1428334722,1.2376655693e+18,260.643543815,32.1428019201,24.23174,1.061329,21.86904,0.0880123,20.43966,0.03372131,19.94027,0.03196533,19.48253,0.0795984,0.215603,0.013413,,,,,,,,,
NE,3.0,167.0,260.626936086,32.13936125,1.2376655693e+18,260.626449376,32.1390024632,22.73327,0.5843074,21.20151,0.07314218,19.86475,0.03086272,19.30864,0.02793531,19.02586,0.08064733,0.234476,0.027491,,,,,,c260p61+32p13,1.0,0.29088,0.00024
NE,3.0,171.0,260.636352753,32.13936125,1.2376655693e+18,260.636105173,32.1397247059,22.93292,0.5213324,21.42274,0.06738365,20.04452,0.02764199,19.53214,0.02582086,19.09645,0.06465165,0.260193,0.038678,,,,,,,,,
NE,3.0,219.0,260.61276959,32.1323890278,1.2376655693e+18,260.613270546,32.1325695633,19.69085,0.1974877,16.89119,0.01020605,15.37805,0.004076981,14.86524,0.003795868,14.51157,0.008368341,0.240586,0.013939,3.34858830308e+18,260.61327,32.132572,0.2232633,4.148207e-05,c260p61+32p13,0.0,0.2226,0.00016
NW,1.0,102.0,260.575352622,32.1447223611,1.2376655693e+18,260.575667749,32.1451391048,22.21489,0.3137669,20.25347,0.02862867,18.84053,0.01254422,18.30518,0.01138067,17.97066,0.02830116,0.224099,0.012212,,,,,,c260p61+32p13,0.0,0.22279,0.00013
NW,1.0,200.0,260.60126954,32.1344445833,1.2376655693e+18,260.601469868,32.1346511873,24.85956,1.372862,21.75401,0.09838722,20.42099,0.04127592,19.73194,0.03304626,19.35408,0.08947021,0.276904,0.07328,,,,,,c260p61+32p13,1.0,0.27443,9e-05
NW,1.0,205.0,260.57881125,32.1326668056,1.2376655693e+18,260.578971624,32.1327296313,21.95471,0.2379718,20.9651,0.04823823,19.67242,0.02173497,19.09683,0.0192872,18.82906,0.05411201,0.334704,0.076616,,,,,,c260p61+32p13,0.0,0.2275,9e-05
NW,2.0,68.0,260.596519174,32.1494168056,1.2376655693e+18,260.59675005,32.1493458388,22.90419,0.5277233,21.96993,0.1101606,20.99795,0.06435802,20.6293,0.06660611,20.3836,0.2095225,0.280818,0.087657,,,,,,c260p61+32p13,1.0,0.27979,0.00018
NW,2.0,116.0,260.607144302,32.1441945833,1.2376655693e+18,260.606560037,32.1443191229,20.10215,0.090615,18.6776,0.01542992,17.79746,0.009382638,17.33811,0.009080756,17.06851,0.023361,0.15626,0.020161,,,,,,c260p61+32p13,0.0,0.16848,0.00011
NW,2.0,129.0,260.603602676,32.1425279167,1.2376655693e+18,260.603945228,32.142955906,23.17533,0.6234831,21.09808,0.08035943,20.31458,0.03417598,19.97945,0.03693073,19.67298,0.107301,0.06232,0.026356,,,,,,,,,
NW,2.0,148.0,260.579977761,32.1390279167,1.2376655693e+18,260.579989728,32.1391113978,23.05886,0.6585776,20.37889,0.03233067,18.97921,0.01388843,18.42046,0.01247358,18.11316,0.03277889,0.241757,0.029532,,,,,,c260p61+32p13,0.0,0.22448,9e-05
NW,2.0,161.0,260.576477804,32.1372779167,1.2376655693e+18,260.576204418,32.1367602219,22.80812,0.497914,21.04389,0.05238084,19.58676,0.02080098,19.0516,0.0189948,18.68694,0.04944006,0.245868,0.021559,,,,,,c260p61+32p13,0.0,0.22032,0.0002
NW,2.0,163.0,260.581227803,32.1373056944,1.2376655693e+18,260.581496465,32.1375753806,22.49892,0.3676111,20.81341,0.04073034,19.46901,0.01799386,18.99489,0.01705643,18.68151,0.04550287,0.235925,0.039351,,,,,,c260p61+32p13,0.0,0.21432,0.00013
NW,2.0,184.0,260.59651951,32.1356668056,1.2376655693e+18,260.59607714,32.135936396,24.24445,1.312586,21.78595,0.102022,20.34759,0.03928265,19.8359,0.03653621,19.45378,0.09926134,0.224171,0.011008,,,,,,,,,
NW,3.0,26.0,260.601227394,32.1540279167,1.2376655693e+18,260.601210351,32.1535148997,22.50233,0.3693586,20.29382,0.02763977,19.16371,0.01471803,18.67357,0.01380032,18.33218,0.03483751,0.147664,0.010262,,,,,,c260p61+32p13,0.0,0.16801,0.00028
NW,3.0,50.0,260.589477481,32.1505001389,1.2376655693e+18,260.589479792,32.1507914496,23.43537,0.9546684,20.36551,0.03398784,19.01627,0.01520368,18.45677,0.01359279,18.13893,0.03547526,0.201975,0.014776,,,,,,c260p61+32p13,0.0,0.22595,0.0002
NW,3.0,125.0,260.595394356,32.1419723611,1.2376655693e+18,260.595108035,32.1414916711,23.54384,0.7155993,21.6156,0.06839445,20.35869,0.03134666,19.88807,0.03001066,19.49324,0.07907068,0.179848,0.013851,,,,,,,,,
NW,3.0,139.0,260.594227732,32.1402223611,1.2376655693e+18,260.594169541,32.1404015036,23.95789,0.8437995,21.43129,0.05584081,20.00837,0.02274834,19.41529,0.0197534,19.07335,0.05204582,0.246632,0.037024,,,,,,,,,
NW,3.0,175.0,260.576477858,32.1350834722,1.2376655693e+18,260.576374,32.1352615365,22.49463,0.2948164,21.96437,0.08518423,21.46097,0.07123382,21.16861,0.08001022,22.06768,0.5774602,0.224305,0.111216,,,,,,,,,
NW,3.0,184.0,260.597727857,32.13511125,1.2376655693e+18,260.597726815,32.1351401318,21.91056,0.2555498,20.80512,0.04811145,19.96227,0.03103985,19.65697,0.03498179,19.46743,0.1094668,0.239555,0.046777,,,,,,c260p61+32p13,1.0,0.26281,0.00014
NW,3.0,206.0,260.581227943,32.1315834722,1.2376655693e+18,260.581251589,32.13112838,22.57113,0.331636,21.36257,0.05538199,20.94261,0.04951756,20.72667,0.0593006,20.78366,0.2369351,0.032015,0.020726,,,,,,c260p61+32p13,1.0,0.21854,8e-05
NW,3.0,231.0,260.606019651,32.1298890278,1.2376655693e+18,260.606033771,32.1300947485,26.65241,1.196332,21.87836,0.3040687,20.6993,0.1427306,20.40207,0.165248,19.68859,0.3390857,0.216182,0.080014,,,,,,,,,
SE,1.0,13.0,260.639769589,32.1324445833,1.2376655693e+18,260.640014603,32.1324911546,24.10884,0.9719991,21.89728,0.08744741,20.46929,0.03309103,19.98632,0.03181723,19.55911,0.08149494,0.215004,0.011433,,,,,,,,,
SE,1.0,202.0,260.641020137,32.1100001389,1.2376655693e+18,260.641220907,32.1098189879,21.11838,0.1671109,19.69868,0.02371462,18.67548,0.01359708,18.1466,0.01244455,17.75139,0.0308987,0.164422,0.024404,,,,,,c260p61+32p13,1.0,0.22026,0.00012
SE,2.0,66.0,260.626853106,32.1249445833,1.2376655693e+18,260.62688622,32.1255103329,24.39266,1.045785,21.11085,0.04521409,19.68527,0.0185413,19.19891,0.01752034,18.75881,0.04194814,0.22719,0.027984,,,,,,,,,
SE,2.0,91.0,260.617394858,32.1214445833,1.2376655693e+18,260.617615244,32.1217020205,23.99585,0.8809519,21.68745,0.06862334,20.28513,0.02762248,19.78024,0.02587544,19.43633,0.06983973,0.21263,0.011071,,,,,,c260p61+32p13,0.0,0.2135,0.00013
SE,2.0,155.0,260.631561693,32.1145556944,1.2376655693e+18,260.631283981,32.1149426962,23.73818,1.129432,20.58146,0.03920694,19.3301,0.02127424,18.84274,0.01798643,18.44547,0.04384269,0.199679,0.048052,,,,,,,,,
SE,2.0,189.0,260.609270154,32.1093334722,1.2376655693e+18,260.609424292,32.1092171619,24.22592,1.343736,21.946,0.1176098,20.64281,0.04991547,20.13042,0.04731164,19.82712,0.1371102,0.197033,0.01424,,,,,,c260p61+32p13,1.0,0.28967,0.00025
SE,2.0,226.0,260.628061902,32.1059723611,1.2376655693e+18,260.628296945,32.1061883222,21.99876,0.2452316,21.422,0.07044721,20.59628,0.04496329,20.03203,0.04135833,19.6594,0.1101693,0.435689,0.135342,,,,,,c260p61+32p13,1.0,0.24818,8e-05
SE,3.0,45.0,260.612728078,32.1260556944,1.2376655693e+18,260.612991506,32.1265327498,23.60768,0.7151267,21.17871,0.04703168,19.77215,0.01979443,19.30466,0.01891085,18.96693,0.0486411,0.219844,0.014282,,,,,,c260p61+32p13,0.0,0.22098,0.00031
SE,3.0,171.0,260.636353413,32.11236125,1.2376655693e+18,260.636582074,32.1121382489,22.00476,0.2868727,21.06926,0.05971735,20.61113,0.05338848,20.61456,0.07957187,20.68521,0.3158098,0.074844,0.067005,,,,,,c260p61+32p13,0.0,0.2261,5e-05
SE,3.0,184.0,260.632770122,32.1106390278,1.2376655693e+18,260.632603546,32.1109578673,23.48569,0.7477902,21.744,0.08244797,20.44337,0.03526487,19.91785,0.03269196,19.43462,0.0803422,0.222202,0.035827,,,,,,,,,
SE,3.0,185.0,260.635145123,32.11061125,1.2376655693e+18,260.635300445,32.111093216,25.1538,1.104466,21.99686,0.1070119,21.40137,0.0827165,21.47059,0.1300395,21.82166,0.6131758,0.271516,0.201082,,,,,,,,,
SW,1.0,140.0,260.5998533,32.1170001389,1.2376655693e+18,260.599239472,32.1168077343,22.98525,0.4925154,21.11413,0.0478292,19.98493,0.02446393,19.51941,0.02350475,19.33924,0.0727872,0.153895,0.038207,,,,,,,,,
SW,1.0,160.0,260.578561718,32.1135279167,1.2376655693e+18,260.579094952,32.1138064841,23.96882,1.060511,20.99771,0.0477945,19.60341,0.02021065,19.07679,0.01850869,18.65627,0.04504643,0.206227,0.016094,,,,,,c260p61+32p13,0.0,0.22622,9e-05
SW,1.0,183.0,260.598645093,32.1118056944,1.2376655693e+18,260.598517624,32.11171151,23.54808,0.793273,21.29544,0.05812262,20.45785,0.03693525,20.04632,0.03748337,19.91346,0.125734,0.117944,0.040148,,,,,,,,,
SW,1.0,203.0,260.611645133,32.1101945833,1.2376655693e+18,260.612164759,32.1102068899,22.28464,0.3822612,19.68061,0.02109025,18.28971,0.009617138,17.7685,0.008857979,17.4178,0.02094813,0.21634,0.014236,,,,,,c260p61+32p13,0.0,0.2256,0.00016
SW,1.0,214.0,260.603270177,32.1083890278,1.2376655693e+18,260.603208342,32.1083900057,22.87314,0.4522297,21.81632,0.08590782,20.92927,0.05224417,20.46663,0.05110139,19.95395,0.12588,0.328417,0.083265,,,,,,c260p61+32p13,1.0,0.23343,0.00014
SW,2.0,121.0,260.588019939,32.1181390278,1.2376655693e+18,260.587591477,32.118124915,22.6009,0.4448898,20.88919,0.04806327,19.58708,0.02129648,19.12818,0.0207124,18.88448,0.06041944,0.248713,0.031917,,,,,,c260p61+32p13,0.0,0.22934,0.00016
SW,3.0,5.0,260.589102948,32.1313890278,1.2376655693e+18,260.589347092,32.131578155,24.15788,0.9305342,21.16284,0.04444894,19.97889,0.02197105,19.54782,0.02158218,19.15201,0.05487381,0.1578,0.024947,,,,,,c260p61+32p13,0.0,0.1781,0.00024
SW,3.0,23.0,260.597394657,32.1296668056,1.2376655693e+18,260.597914791,32.1297767173,21.63453,0.217414,20.2515,0.03214235,19.62209,0.02486261,19.2457,0.02596477,19.04481,0.07911069,0.088452,0.023257,,,,,,c260p61+32p13,0.0,0.17714,6e-05
SW,3.0,53.0,260.599853076,32.1261668056,1.2376655693e+18,260.599561145,32.1257857575,21.92654,0.1776658,21.29934,0.04788914,20.45096,0.02999731,20.13543,0.03243669,19.76323,0.08747822,0.346669,0.045493,,,,,,c260p61+32p13,1.0,0.35931,6e-05
SW,3.0,58.0,260.611644742,32.1261668056,1.2376655693e+18,260.61172197,32.1262654015,26.11178,0.5508303,20.89109,0.04236153,19.46189,0.01786959,18.93702,0.01632871,18.64545,0.04291567,0.233617,0.021625,,,,,,c260p61+32p13,0.0,0.22378,0.00014
SW,3.0,89.0,260.582103203,32.1209723611,1.2376655693e+18,260.581987926,32.1211009856,24.27038,1.08812,21.24662,0.05503694,19.8262,0.02252642,19.25699,0.01968896,18.91161,0.05165528,0.244142,0.043,,,,,,c260p61+32p13,0.0,0.22581,0.00013
SW,3.0,144.0,260.60931166,32.1158890278,1.2376655693e+18,260.609720761,32.1155366591,22.31944,0.2821261,21.41316,0.0592368,20.23819,0.02881144,19.78504,0.02828052,19.5426,0.08361869,0.333827,0.066978,,,,,,c260p61+32p13,1.0,0.22919,0.00015
SW,3.0,146.0,260.579811706,32.1140279167,1.2376655693e+18,260.580226504,32.1137301735,22.69748,0.4874288,20.40739,0.03391552,19.04408,0.01493366,18.49914,0.01350561,18.13091,0.03351397,0.206812,0.013447,,,,,,c260p61+32p13,0.0,0.2258,0.00012
SW,3.0,162.0,260.583353412,32.1123890278,1.2376655693e+18,260.582750418,32.1122494836,22.88944,0.5286047,20.76565,0.04109555,19.95482,0.0271002,19.49462,0.02642347,19.37426,0.08762919,0.113949,0.043479,,,,,,c260p61+32p13,1.0,0.38405,0.00015
SW,3.0,221.0,260.585645247,32.1055001389,1.2376655693e+18,260.585444631,32.105837514,23.22975,0.7432916,20.64555,0.04016634,19.35195,0.01834854,18.8509,0.01729295,18.43508,0.04241473,0.180086,0.013777,,,,,,c260p61+32p13,0.0,0.2242,0.00016
SW,3.0,236.0,260.58689529,32.1037501389,1.2376655693e+18,260.587129474,32.1037580698,21.76777,0.1891928,20.62094,0.03434123,20.04121,0.02716238,19.77443,0.06647318,19.72156,0.1107035,0.148482,0.11054,,,,,,c260p61+32p13,1.0,0.18514,8e-05
,,,,,1.2376655693e+18,,,23.76576,0.8893335,21.05597,0.04671032,19.62482,0.01920449,19.06965,0.01722709,18.7375,0.04490973,0.225366,0.014885,,,,,,,,,
,,,,,1.2376655693e+18,,,23.15141,0.5622415,21.69198,0.07585091,20.24473,0.02943468,19.73099,0.02725281,19.44736,0.07816857,0.235802,0.033437,,,,,,,,,
,,,,,1.2376655693e+18,,,22.75701,0.4648628,20.50609,0.03289625,19.11592,0.01427606,18.60402,0.01324044,18.27851,0.03374082,0.221508,0.022817,,,,,,,,,
,,,,,1.2376655693e+18,,,24.59491,1.385868,20.82976,0.04464454,19.50668,0.01978376,18.97019,0.01811161,18.55168,0.04467331,0.199515,0.025332,,,,,,,,,
,,,,,1.2376655693e+18,,,22.38159,0.43018,19.53572,0.01931668,18.14142,0.00891545,17.6328,0.008191891,17.29559,0.01928591,0.213271,0.014327,,,,,,,,,
,,,,,1.2376655693e+18,,,24.60641,2.762538,19.11211,0.02147134,17.73237,0.009314837,17.07862,0.007698728,17.89755,0.04852208,0.223552,0.068309,,,,,,,,,
,,,,,1.2376655693e+18,,,21.80791,0.2620552,19.4868,0.01878181,18.08714,0.008623693,17.54828,0.007816984,17.20064,0.01807576,0.217721,0.011301,5.63190206292e+18,260.5977,32.114163,0.2258747,3.583588e-05,,,,
,,,,,1.2376655693e+18,,,23.52935,0.6747892,21.80764,0.07446212,20.55529,0.0338324,19.92713,0.02842256,19.77252,0.09264353,0.263439,0.065189,,,,,,,,,
,,,,,1.2376655693e+18,,,23.4921,0.6877335,21.74713,0.07472868,20.66085,0.03907131,20.19267,0.03764137,19.77696,0.1003357,0.13006,0.016899,,,,,,,,,
,,,,,1.2376655693e+18,,,23.55867,1.13859,19.846,0.02458418,18.4501,0.01103278,17.9198,0.01007173,17.60735,0.0252881,0.216287,0.023773,,,,,,,,,
,,,,,1.2376655693e+18,,,21.41951,0.2967062,19.57573,0.02853378,18.29976,0.01338071,17.66371,0.01130452,17.24588,0.02756699,0.187906,0.021449,,,,,,,,,
,,,,,1.2376655693e+18,,,21.66049,0.2196406,19.3855,0.01653156,18.18989,0.008826171,17.72884,0.00843008,17.40815,0.02003546,0.171071,0.01162,,,,,,,,,
,,,,,1.2376655693e+18,,,24.23366,1.218902,21.8394,0.09508308,20.51839,0.04005542,20.00813,0.0374024,19.68875,0.1072375,0.200981,0.011887,,,,,,,,,
,,,,,1.2376655693e+18,,,23.64768,1.011594,21.78698,0.1051388,20.6879,0.05241329,20.0724,0.04529219,19.82466,0.1383429,0.16763,0.043421,,,,,,,,,
,,,,,1.2376655693e+18,,,24.20954,1.230601,20.83097,0.04258743,19.44171,0.01809755,18.9322,0.01673647,18.63575,0.04531881,0.226653,0.016455,,,,,,,,,
,,,,,1.2376655693e+18,,,22.44547,0.331933,21.3179,0.05794524,20.31346,0.03231053,19.88188,0.03203734,19.87522,0.1192158,0.282852,0.067628,,,,,,,,,
,,,,,1.2376655693e+18,,,22.99131,0.5043499,21.36251,0.0579166,20.19946,0.02843525,19.73294,0.02727039,19.47795,0.08064806,0.198767,0.040139,,,,,,,,,
,,,,,1.2376655693e+18,,,24.74606,1.245952,21.78317,0.08872987,20.54228,0.04033044,19.92971,0.0345642,19.75666,0.11178,0.208124,0.025474,,,,,,,,,
,,,,,1.2376655693e+18,,,22.08657,0.3014442,21.44086,0.08022672,20.5121,0.04753587,19.83432,0.03863573,19.39052,0.09860943,0.572329,0.096646,,,,,,,,,
,,,,,1.2376655693e+18,,,24.91364,1.072753,21.89007,0.08790174,20.47669,0.0349107,19.96638,0.03243885,19.54898,0.08433343,0.235587,0.021448,,,,,,,,,
,,,,,1.2376655693e+18,,,14.09367,0.006725606,11.79949,0.0007904604,11.26358,0.0007042347,11.24088,0.0007616605,13.60819,0.01553291,0.026789,0.093276,,,,,,,,,
,,,,,1.2376655693e+18,,,23.86129,0.9415444,21.29066,0.05737847,19.82358,0.02261382,19.21476,0.01958562,18.96685,0.05414036,0.251809,0.021281,,,,,,,,,
,,,,,1.2376655693e+18,,,24.63467,1.09003,21.75883,0.08061895,21.74493,0.09862687,20.71981,0.06039662,21.61397,0.4665992,0.155613,0.110796,,,,,,,,,
,,,,,1.2376655693e+18,,,24.46598,1.232846,21.3195,0.06161357,19.97335,0.02600016,19.46972,0.02443221,19.17934,0.06859453,0.228177,0.037448,,,,,,,,,
,,,,,1.2376655693e+18,,,25.32867,1.703274,21.24558,0.1084939,19.95919,0.04178727,19.30832,0.03427077,18.96817,0.09426061,0.274396,0.063328,,,,,,,,,
,,,,,1.2376655693e+18,,,24.27087,1.613101,20.93869,0.0614898,20.0722,0.03677513,19.85395,0.04520972,20.1216,0.2157939,0.306679,0.179123,,,,,,,,,
,,,,,1.2376655693e+18,,,22.55324,0.420652,20.90326,0.04813723,19.51227,0.02013972,19.02999,0.01916385,18.74878,0.05341931,0.243544,0.018019,,,,,,,,,
,,,,,1.2376655693e+18,,,24.16291,0.9988841,21.74393,0.07713061,20.63617,0.03910982,20.18108,0.03850448,20.02126,0.1562219,0.173789,0.03974,,,,,,,,,
,,,,,1.2376655693e+18,,,20.99913,0.1330667,19.24731,0.01741448,18.42664,0.01303131,18.09119,0.01119503,17.88847,0.03147278,0.1108,0.031401,,,,,,,,,
,,,,,1.2376655693e+18,,,22.08569,0.3082111,20.27691,0.0317983,18.92183,0.01423598,18.43145,0.01335826,18.03258,0.03257049,0.209715,0.020036,,,,,,,,,
,,,,,1.2376655693e+18,,,22.14533,0.2402043,21.35292,0.05536325,20.88526,0.04698122,20.59567,0.05317207,20.37024,0.1674917,0.113568,0.050939,,,,,,,,,
,,,,,1.2376655693e+18,,,24.00899,1.005993,21.24262,0.05243911,19.8719,0.02195611,19.30325,0.01956531,18.99502,0.05313134,0.23924,0.043953,,,,,,,,,
,,,,,1.2376655693e+18,,,23.96612,0.8997726,21.56828,0.06516235,19.98088,0.02284565,19.3111,0.01901905,18.92636,0.04824983,0.309642,0.027552,,,,,,,,,
,,,,,1.2376655693e+18,,,24.24764,1.826864,21.10199,0.07458813,20.0105,0.03936667,19.81122,0.04807944,19.73726,0.1722338,0.215357,0.102256,,,,,,,,,
,,,,,1.2376655693e+18,,,21.51937,0.1866715,20.29789,0.03163807,19.77406,0.0265328,19.22169,0.02404709,19.24477,0.09422465,0.098463,0.040149,,,,,,,,,
,,,,,1.2376655693e+18,,,22.3674,0.3039345,21.84521,0.08618058,21.13696,0.05926495,20.74055,0.06222447,20.97216,0.2857926,0.348497,0.136768,,,,,,,,,
,,,,,1.2376655693e+18,,,25.47183,0.9439172,21.85622,0.09556865,20.49996,0.03893016,20.10382,0.04009759,19.6867,0.1049613,0.240725,0.03184,,,,,,,,,
,,,,,1.2376655693e+18,,,23.06376,0.6632809,20.71714,0.04344567,19.2923,0.01790003,18.76095,0.01640504,18.3934,0.0417888,0.225446,0.011792,,,,,,,,,
,,,,,1.2376655693e+18,,,24.8272,1.345938,21.58786,0.08376765,19.96428,0.02829254,19.46978,0.02661278,19.2517,0.08101182,0.280614,0.019947,,,,,,,,,
,,,,,1.2376655693e+18,,,21.37959,0.2250308,19.83928,0.0294418,18.92277,0.01756308,18.51934,0.0177805,18.16981,0.04749838,0.120339,0.019278,,,,,,,,,
,,,,,1.2376655693e+18,,,20.998,0.1700066,19.63826,0.02976898,18.83633,0.01716833,18.46864,0.01801777,18.13966,0.04968553,0.130187,0.023251,,,,,,,,,
,,,,,1.2376655693e+18,,,22.37531,0.3819638,21.12173,0.06510501,19.77344,0.02631493,19.23976,0.0242075,18.75315,0.05935466,0.326333,0.092297,,,,,,,,,
,,,,,1.2376655693e+18,,,23.46763,0.6205761,21.96465,0.08364894,20.72425,0.03749024,20.12799,0.0328625,19.76615,0.0888853,0.222337,0.033465,,,,,,,,,
,,,,,1.2376655693e+18,,,22.93012,0.5540655,21.87409,0.106721,20.90081,0.05964192,20.55051,0.0649085,20.25297,0.1910662,0.309176,0.041313,,,,,,,,,
,,,,,1.2376655693e+18,,,22.14849,0.2873329,20.91322,0.04684321,19.49611,0.01922035,19.01426,0.01827581,18.67585,0.04807645,0.292131,0.052373,,,,,,,,,
,,,,,1.2376655693e+18,,,22.12601,0.3270025,19.78546,0.02254483,18.38534,0.01019189,17.84017,0.009197446,17.51149,0.02222606,0.220841,0.01148,,,,,,,,,
,,,,,1.2376655693e+18,,,23.81842,1.63991,20.46331,0.04831299,19.14699,0.02167314,18.70788,0.02114004,18.38932,0.05846798,0.198169,0.020817,,,,,,,,,
,,,,,1.2376655693e+18,,,23.14467,0.736447,20.17015,0.02902832,18.77848,0.01280322,18.25302,0.01168329,17.98398,0.03096276,0.216209,0.015282,,,,,,,,,
,,,,,1.2376655693e+18,,,24.62625,1.055491,21.47663,0.05935487,20.57796,0.03650445,20.1449,0.03587392,19.98928,0.1163983,0.312245,0.190343,,,,,,,,,
,,,,,1.2376655693e+18,,,22.74116,0.3586076,21.54259,0.05933833,20.23773,0.02643198,19.6613,0.02321537,19.35054,0.06428024,0.297118,0.056527,,,,,,,,,
,,,,,1.2376655693e+18,,,22.60346,0.3574758,21.61588,0.07031534,20.85164,0.04727473,20.44327,0.04917701,20.35185,0.1693758,0.195993,0.03222,,,,,,,,,
,,,,,1.2376655693e+18,,,22.02132,0.2546233,20.73841,0.03973819,19.74987,0.0227429,19.20509,0.02071831,18.78636,0.0521907,0.2293,0.034169,,,,,,,,,
,,,,,1.2376655693e+18,,,22.87058,0.4251339,21.78726,0.07776605,21.11604,0.05722278,20.89742,0.06863258,20.72807,0.2262012,0.172533,0.070937,,,,,,,,,
,,,,,1.2376655693e+18,,,21.78508,0.2312155,19.71999,0.02065318,18.35728,0.009671438,17.83176,0.008859537,17.48189,0.02070084,0.211559,0.01024,,,,,,,,,
,,,,,1.2376655693e+18,,,21.55918,0.1722444,20.8413,0.04383632,20.31065,0.03593209,20.33021,0.05302221,20.49179,0.2291522,0.151995,0.083179,,,,,,,,,
,,,,,1.2376655693e+18,,,21.84664,0.23165,21.33204,0.07000929,20.10408,0.03154066,19.57449,0.02962723,19.34568,0.08900508,0.397463,0.07863,,,,,,,,,
,,,,,1.2376655693e+18,,,23.65932,0.9315418,21.87269,0.10203,21.13405,0.07369687,20.89378,0.08730382,21.60376,0.5824746,0.176422,0.124661,,,,,,,,,
,,,,,1.2376655693e+18,,,24.27354,1.166918,21.61146,0.07702801,20.38871,0.0350491,20.09447,0.03983167,19.69044,0.1052855,0.189355,0.029845,,,,,,,,,
,,,,,1.2376655693e+18,,,24.58628,1.271565,21.55017,0.07730719,19.90923,0.02536709,19.24191,0.02117812,18.85912,0.05419425,0.341562,0.042271,,,,,,,,,
,,,,,1.2376655693e+18,,,23.78284,0.8331136,21.62499,0.06870111,20.38396,0.03104611,19.84975,0.02879205,19.41327,0.07226426,0.155656,0.012908,,,,,,,,,
